LID,Year,Localidad,BufferRadius,LC,PLAND,PLAND_Rescaled,LPI,TE,ED,AREA_AM,SHAPE_AM,CAI_AM,ENN_MN,ENN_AM,MESH
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2019.tif,2019,Los_Robles,500,21,12.2537,38.88458731317235,6.8637,11236.739,9.8619,53.4841,1.5623,60.0643,97.8022,136.4778,6.5538
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2019.tif,2019,Los_Robles,500,6,10.2522,32.533240250055535,6.4933,8300.2045,7.2847,59.6673,1.9219,58.7241,927.4956,1465.6376,6.1172
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2019.tif,2019,Los_Robles,500,33,0.3704,1.1753879351378798,0.3704,1078.7269,0.9467,4.22,1.2857,17.0213,,,0.0156
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2020.tif,2020,Los_Robles,500,12,3.6879,11.702826461544321,0.5753,18817.7922,16.5154,4.3336,2.2469,0.8547,92.273,87.4317,0.1598
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2020.tif,2020,Los_Robles,500,3,0.4807,1.5254070555232937,0.0552,5543.4579,4.8652,0.2988,1.194,0.0,119.3985,147.0289,0.0014
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2020.tif,2020,Los_Robles,500,11,5.1694,16.40407579118393,4.0741,10397.7291,9.1255,37.0975,1.6322,50.6098,234.6158,152.6054,1.9177
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2020.tif,2020,Los_Robles,500,21,11.8282,37.53447001069404,6.6351,12045.7842,10.572,51.9906,1.6374,59.0273,83.6509,66.6013,6.1496
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2020.tif,2020,Los_Robles,500,6,9.9842,31.682898114740315,6.4066,8749.6741,7.6791,58.6852,1.9437,57.2218,937.3644,1499.5482,5.8593
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2020.tif,2020,Los_Robles,500,33,0.3625,1.1503225663141126,0.3625,1078.7269,0.9467,4.1302,1.2857,17.3913,,,0.015
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2021.tif,2021,Los_Robles,500,12,4.4366,14.07863421445118,1.1032,23402.3817,20.5391,5.8002,2.5049,1.0657,101.8012,98.0854,0.2573
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2021.tif,2021,Los_Robles,500,3,1.379,4.375971821153175,0.3704,10697.3755,9.3885,2.2026,1.7798,1.1429,116.175,107.692,0.0304
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2021.tif,2021,Los_Robles,500,11,5.0591,16.05400945641481,3.9716,11266.7036,9.8882,35.9004,1.8866,43.6137,167.1971,196.3624,1.8162
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2021.tif,2021,Los_Robles,500,21,11.4578,36.35896296766414,6.4303,13573.9807,11.9132,50.3231,1.872,55.5708,110.8999,140.7688,5.7659
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2021.tif,2021,Los_Robles,500,6,8.818,27.98210262431377,5.1694,11236.739,9.8619,47.5712,2.3867,46.9169,209.7525,185.8664,4.1948
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2021.tif,2021,Los_Robles,500,33,0.3625,1.1503189160029192,0.3625,1078.7269,0.9467,4.1302,1.2857,17.3913,,,0.015
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2022.tif,2022,Los_Robles,500,12,4.2238,13.403357344587949,0.4728,21664.4327,19.0137,3.7111,2.0088,0.9328,100.5416,90.1943,0.1568
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2022.tif,2022,Los_Robles,500,3,1.3869,4.401040840288135,0.4413,9978.2242,8.7574,2.5304,1.7594,1.7045,123.8925,106.6299,0.0351
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2022.tif,2022,Los_Robles,500,11,5.2876,16.779107035191828,4.0898,11446.4914,10.046,36.4859,1.697,49.4784,164.1398,127.0737,1.9292
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2022.tif,2022,Los_Robles,500,21,11.3712,36.08415574524799,6.3909,13573.9807,11.9132,50.1506,1.9055,55.3015,110.8999,140.744,5.7027
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2022.tif,2022,Los_Robles,500,6,8.8258,28.006854314092593,5.1773,11176.8097,9.8093,47.6339,2.3759,46.7857,209.7525,185.7808,4.2041
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2022.tif,2022,Los_Robles,500,23,0.0552,0.1751658045885825,0.0552,539.3635,0.4734,0.6285,1.5,0.0,,,0.0003
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2022.tif,2022,Los_Robles,500,33,0.3625,1.1503189160029195,0.3625,1078.7269,0.9467,4.1302,1.2857,17.3913,,,0.015
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2023.tif,2023,Los_Robles,500,12,6.4618,20.50512326619723,0.9693,26458.7747,23.2215,6.2814,2.1456,5.7317,75.2426,75.4089,0.4059
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2023.tif,2023,Los_Robles,500,3,1.45,4.601261062859573,0.2443,10128.0474,8.8889,1.6464,1.5519,1.087,118.4261,113.399,0.0239
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2023.tif,2023,Los_Robles,500,11,5.398,17.12938428780412,4.3184,12764.9355,11.2031,39.6722,2.0087,48.4672,117.7309,74.5134,2.1415
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2023.tif,2023,Los_Robles,500,21,9.3617,29.707328063567218,5.5634,15521.6821,13.6226,44.3941,2.3149,46.1279,144.679,74.4349,4.156
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2023.tif,2023,Los_Robles,500,6,8.4949,26.95672593302468,4.9882,10098.0827,8.8626,46.6353,2.3765,47.3098,907.7683,1348.0903,3.9616
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_500m_2023.tif,2023,Los_Robles,500,33,0.3467,1.1001773865471818,0.3467,1078.7269,0.9467,3.9507,1.2857,15.9091,,,0.0137
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1985.tif,1985,Los_Robles,1000,12,11.2753,21.56957269469967,6.3415,42310.0678,21.8919,108.1902,5.3819,33.663,134.8301,83.2299,12.1987
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1985.tif,1985,Los_Robles,1000,21,17.6492,33.76280031602648,7.6469,27237.8552,14.0933,99.8861,2.008,66.4912,118.2422,142.7488,17.6291
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1985.tif,1985,Los_Robles,1000,25,0.4785,0.9153672660074491,0.2462,4374.837,2.2636,3.9847,2.3248,0.0,1053.5522,1414.5684,0.0191
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1985.tif,1985,Los_Robles,1000,11,6.0116,11.500150169969448,4.3902,28466.4054,14.7289,63.7503,3.6927,33.8485,210.3107,181.6594,3.8324
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1985.tif,1985,Los_Robles,1000,6,16.0279,30.66126437375296,8.5389,19716.7313,10.2017,152.0076,2.2663,70.2029,282.7025,528.6743,24.3636
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1985.tif,1985,Los_Robles,1000,3,0.0232,0.044381443200361165,0.0046,599.2927,0.3101,0.0898,1.0,0.0,476.3879,476.3879,0.0
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1985.tif,1985,Los_Robles,1000,33,0.8084,1.5464637363436193,0.5854,2546.9942,1.3179,9.3813,1.4448,32.7586,429.0283,429.0283,0.0758
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1986.tif,1986,Los_Robles,1000,12,11.2288,21.480618508974807,6.3508,42459.8909,21.9694,108.2307,5.5039,32.5197,166.5223,90.8745,12.153
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1986.tif,1986,Los_Robles,1000,21,17.6492,33.76280031602648,7.6469,27237.8552,14.0933,99.8861,2.008,66.4912,118.2422,142.7488,17.6291
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1986.tif,1986,Los_Robles,1000,25,0.4785,0.9153672660074491,0.2462,4374.837,2.2636,3.9847,2.3248,0.0,1053.5522,1414.5684,0.0191
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1986.tif,1986,Los_Robles,1000,11,6.1417,11.749030590674922,3.1127,26968.1735,13.9537,38.3332,2.533,36.5356,200.8538,84.2505,2.3543
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1986.tif,1986,Los_Robles,1000,6,15.9489,30.510137907682772,8.5807,18847.7568,9.7521,152.6366,2.2745,70.6379,93.2909,94.4428,24.3438
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1986.tif,1986,Los_Robles,1000,3,0.0093,0.017790837144972364,0.0046,239.7171,0.124,0.0898,1.0,0.0,2527.3533,2527.3533,0.0
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1986.tif,1986,Los_Robles,1000,33,0.8177,1.5642545734885918,0.5947,2606.9234,1.3489,9.5338,1.4768,32.3864,394.1233,394.1233,0.078
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1987.tif,1987,Los_Robles,1000,12,10.5505,20.182996583400605,5.9698,43568.5825,22.543,95.7329,5.3642,29.5905,187.9994,91.5119,10.1003
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1987.tif,1987,Los_Robles,1000,21,18.1278,34.678292542018816,7.8746,26488.7393,13.7057,102.0954,1.8784,67.5038,98.5391,105.731,18.5076
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1987.tif,1987,Los_Robles,1000,25,0.5343,1.0221103335871233,0.2509,5153.9176,2.6667,3.7516,2.2827,0.0,644.8365,1121.2772,0.02
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1987.tif,1987,Los_Robles,1000,11,6.2857,12.024478614689464,4.5017,29964.6372,15.5041,65.3129,3.7845,34.5898,158.8369,138.2256,4.1054
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1987.tif,1987,Los_Robles,1000,6,15.8978,30.412325774473832,8.5296,19447.0496,10.0622,151.5793,2.2814,69.9883,238.4769,531.378,24.0978
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1987.tif,1987,Los_Robles,1000,3,0.0279,0.05337240933385877,0.0139,539.3635,0.2791,0.2095,1.0,0.0,1007.1809,627.1378,0.0001
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1987.tif,1987,Los_Robles,1000,23,0.0325,0.06217216141040896,0.0325,659.222,0.3411,0.6285,1.8333,0.0,,,0.0002
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1987.tif,1987,Los_Robles,1000,33,0.8177,1.5642515810858892,0.5947,2546.9942,1.3179,9.5338,1.4452,32.9545,394.1233,394.1233,0.078
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1988.tif,1988,Los_Robles,1000,12,10.3461,19.792019374795547,5.7607,42969.2898,22.2329,92.3923,5.2174,29.6812,157.6839,80.3244,9.559
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1988.tif,1988,Los_Robles,1000,21,18.4158,35.229300934879795,7.8931,26728.4564,13.8297,103.6152,1.8988,67.4571,111.6862,130.4056,19.0816
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1988.tif,1988,Los_Robles,1000,25,0.5482,1.0487028949326722,0.2509,5153.9176,2.6667,3.7178,2.2423,0.0,644.8365,1094.2938,0.0204
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1988.tif,1988,Los_Robles,1000,11,6.151,11.766821427819893,4.3206,29904.7079,15.4731,60.9264,3.5736,34.8187,147.2371,83.6686,3.7476
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1988.tif,1988,Los_Robles,1000,6,15.7352,30.101331251996687,8.5203,18667.969,9.6591,151.6327,2.2784,70.623,262.7724,567.0283,23.8597
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1988.tif,1988,Los_Robles,1000,3,0.1394,0.266671257850446,0.0557,2037.5953,1.0543,0.5687,1.1405,0.0,215.8067,237.7318,0.0008
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1988.tif,1988,Los_Robles,1000,33,0.9384,1.7951528577249534,0.5947,3565.7918,1.845,8.6072,1.4815,28.7129,693.0542,509.552,0.0808
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1989.tif,1989,Los_Robles,1000,21,20.6225,39.45070312066588,8.4971,33170.8534,17.1631,108.8373,2.0534,66.1185,97.6626,97.9507,22.445
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1989.tif,1989,Los_Robles,1000,12,8.2323,15.748334261135058,5.3519,49831.1917,25.7834,73.9012,6.072,13.3747,90.136,62.139,6.0838
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1989.tif,1989,Los_Robles,1000,25,0.7573,1.4487097817083412,0.2927,6202.6799,3.2094,4.9042,2.387,0.0,175.4388,172.5894,0.0371
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1989.tif,1989,Los_Robles,1000,11,5.5749,10.664746021452308,3.0476,25919.4112,13.4111,37.6259,2.5012,34.25,216.2479,147.2974,2.0976
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1989.tif,1989,Los_Robles,1000,6,15.8281,30.27904832412227,8.6365,19806.6252,10.2482,152.7718,2.3727,69.9149,262.7724,570.9207,24.1809
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1989.tif,1989,Los_Robles,1000,3,0.1626,0.3110527010508072,0.0557,2517.0295,1.3023,0.5054,1.1204,0.0,213.669,218.5426,0.0008
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1989.tif,1989,Los_Robles,1000,33,1.0964,2.097405789865345,0.5947,5962.9628,3.0853,7.3421,1.5172,19.9153,175.6757,300.1242,0.0805
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1990.tif,1990,Los_Robles,1000,21,20.0372,38.33102817647745,10.885,37096.2209,19.1941,133.0947,2.294,64.549,77.4849,79.4913,26.6684
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1990.tif,1990,Los_Robles,1000,12,8.7108,16.663701527142507,5.77,49921.0856,25.8299,75.9675,5.1374,17.28,89.4968,63.7839,6.6174
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1990.tif,1990,Los_Robles,1000,25,0.8223,1.5730543423990087,0.4925,6772.008,3.5039,8.1169,3.125,0.0,635.0977,1069.4126,0.0667
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1990.tif,1990,Los_Robles,1000,11,6.1556,11.775621196730313,4.3206,28526.3346,14.7599,60.5966,3.3279,34.7925,148.8211,72.4143,3.7301
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1990.tif,1990,Los_Robles,1000,6,15.8049,30.234666880921914,8.6318,18308.3933,9.473,152.5756,2.227,71.2228,262.7724,571.3965,24.1144
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1990.tif,1990,Los_Robles,1000,3,0.1905,0.36442521248572435,0.0604,2876.6052,1.4884,0.5409,1.125,0.0,152.1458,150.3766,0.001
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1990.tif,1990,Los_Robles,1000,33,0.5528,1.0575026638430887,0.4925,2067.56,1.0698,8.6053,1.6075,26.0504,578.7133,578.7133,0.0476
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1991.tif,1991,Los_Robles,1000,21,19.9907,38.242000834063454,10.8618,36946.3977,19.1166,132.8593,2.2921,64.5596,78.5822,79.5079,26.5595
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1991.tif,1991,Los_Robles,1000,12,9.1336,17.472481644864963,6.0999,52228.3627,27.0237,80.976,5.3107,17.9552,97.1781,65.3149,7.396
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1991.tif,1991,Los_Robles,1000,25,0.8223,1.5730513331624396,0.4925,6772.008,3.5039,8.1169,3.125,0.0,635.0977,1069.4126,0.0667
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1991.tif,1991,Los_Robles,1000,11,5.5517,10.620344261605153,2.8339,24391.2147,12.6204,35.7755,2.3992,36.569,219.3197,105.8646,1.9861
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1991.tif,1991,Los_Robles,1000,6,16.1719,30.936676218861315,8.7758,18008.747,9.318,154.9048,2.1685,72.1632,291.6044,536.9266,25.051
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1991.tif,1991,Los_Robles,1000,3,0.0604,0.11554457074426773,0.0093,1558.1611,0.8062,0.1036,1.0513,0.0,421.2327,410.081,0.0001
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1991.tif,1991,Los_Robles,1000,33,0.5436,1.0399011366984094,0.4832,2007.6307,1.0388,8.4301,1.5642,26.4957,590.2349,590.2349,0.0458
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1992.tif,1992,Los_Robles,1000,21,19.9907,38.24207399075259,10.8618,36946.3977,19.1166,132.8593,2.2921,64.5596,78.5822,79.5079,26.5595
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1992.tif,1992,Los_Robles,1000,12,9.1289,17.463524001369702,6.1092,51988.6456,26.8997,81.2552,5.3181,17.9644,96.5235,65.3763,7.4177
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1992.tif,1992,Los_Robles,1000,25,0.8223,1.5730543423990082,0.4925,6772.008,3.5039,8.1169,3.125,0.0,635.0977,1069.4126,0.0667
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1992.tif,1992,Los_Robles,1000,11,5.5517,10.620364578251944,2.8339,24391.2147,12.6204,35.7755,2.3992,36.569,219.3197,105.8646,1.9861
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1992.tif,1992,Los_Robles,1000,6,16.1812,30.954526237658804,8.7712,17948.8177,9.287,154.8803,2.1622,72.1504,291.6044,536.4004,25.0615
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1992.tif,1992,Los_Robles,1000,3,0.0557,0.1065537235456947,0.0093,1438.3026,0.7442,0.1048,1.0556,0.0,276.2235,276.2266,0.0001
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1992.tif,1992,Los_Robles,1000,33,0.5436,1.0399031260222558,0.4832,2007.6307,1.0388,8.4301,1.5642,26.4957,590.2349,590.2349,0.0458
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1993.tif,1993,Los_Robles,1000,21,19.9907,38.242000834063454,10.8618,36946.3977,19.1166,132.8593,2.2921,64.5596,78.5822,79.5079,26.5595
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1993.tif,1993,Los_Robles,1000,12,8.9477,17.11685688159742,5.9652,50700.1662,26.233,79.1195,5.2723,17.5493,92.8017,65.536,7.0794
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1993.tif,1993,Los_Robles,1000,25,0.8223,1.5730513331624396,0.4925,6772.008,3.5039,8.1169,3.125,0.0,635.0977,1069.4126,0.0667
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1993.tif,1993,Los_Robles,1000,11,5.7515,11.002559580060527,2.8571,25919.4112,13.4111,34.3736,2.3737,35.2181,189.243,91.3298,1.977
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1993.tif,1993,Los_Robles,1000,6,16.1905,30.972257825083883,8.7433,18368.3226,9.504,155.0126,2.1984,72.0803,250.2341,534.6642,25.0973
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1993.tif,1993,Los_Robles,1000,3,0.0279,0.05337240933385877,0.0046,719.1513,0.3721,0.0898,1.0,0.0,242.2661,242.2661,0.0
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1993.tif,1993,Los_Robles,1000,33,0.5436,1.0399011366984094,0.4832,2007.6307,1.0388,8.4301,1.5642,26.4957,590.2349,590.2349,0.0458
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1994.tif,1994,Los_Robles,1000,21,19.9907,38.24207399075259,10.8618,36946.3977,19.1166,132.8593,2.2921,64.5596,78.5822,79.5079,26.5595
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1994.tif,1994,Los_Robles,1000,12,8.8827,16.992545065338284,5.8908,49381.7221,25.5508,77.771,5.0964,16.9456,97.4442,69.3118,6.9082
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1994.tif,1994,Los_Robles,1000,25,0.8223,1.5730543423990082,0.4925,6772.008,3.5039,8.1169,3.125,0.0,635.0977,1069.4126,0.0667
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1994.tif,1994,Los_Robles,1000,11,5.8955,11.278051654643503,2.8293,26518.7039,13.7212,35.1218,2.6197,35.3822,159.0811,90.8016,2.0706
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1994.tif,1994,Los_Robles,1000,6,16.0836,30.76781809729866,8.6829,18068.6762,9.349,153.9669,2.1801,71.7215,291.6044,534.4688,24.7635
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1994.tif,1994,Los_Robles,1000,3,0.0557,0.1065537235456947,0.0139,1378.3733,0.7132,0.1347,1.0625,0.0,238.1066,218.3986,0.0001
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1994.tif,1994,Los_Robles,1000,33,0.5436,1.0399031260222558,0.4832,2007.6307,1.0388,8.4301,1.5642,26.4957,590.2349,590.2349,0.0458
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1995.tif,1995,Los_Robles,1000,21,19.9907,38.242073990752594,10.8618,36946.3977,19.1166,132.8593,2.2921,64.5596,78.5822,79.5079,26.5595
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1995.tif,1995,Los_Robles,1000,12,8.8966,17.019135671393673,5.9001,49381.7221,25.5508,77.8899,5.096,16.9713,97.4442,69.3597,6.9296
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1995.tif,1995,Los_Robles,1000,25,0.8223,1.5730543423990087,0.4925,6772.008,3.5039,8.1169,3.125,0.0,635.0977,1069.4126,0.0667
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1995.tif,1995,Los_Robles,1000,11,5.8955,11.278051654643505,2.8293,26518.7039,13.7212,35.1218,2.6197,35.3822,159.0811,90.8016,2.0706
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1995.tif,1995,Los_Robles,1000,6,16.0232,30.652273305518413,8.6318,17888.8884,9.256,153.3173,2.1559,71.7599,291.6044,533.4553,24.5664
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1995.tif,1995,Los_Robles,1000,3,0.1022,0.19550790927055656,0.0232,2217.3832,1.1473,0.2449,1.2424,0.0,340.2033,243.4148,0.0003
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1995.tif,1995,Los_Robles,1000,33,0.5436,1.0399031260222558,0.4832,2007.6307,1.0388,8.4301,1.5642,26.4957,590.2349,590.2349,0.0458
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1996.tif,1996,Los_Robles,1000,21,19.4518,37.21109074839978,8.4785,29694.9555,15.3646,93.5411,1.5526,67.208,89.6482,99.4999,18.1954
C:\Documents\UN242\Práctica de Investigación\MapBiomasC2fragstats\Localidad_Los_Robles_1000m_1996.tif,1996,Los_Robles,1000,12,9.2544,17.7035707863535,5.6911,46025.6828,23.8144,72.1395,4.8709,19.3775,101.4201,64.1403,6.676
